ID,Set,Description
ANGRY12,,
ANGRY13,,
ANGRY14,"COMPOUND, GEN","A ""piɾ+asɨ"" SKIN+PAIN compound set  -- ZJO"
ANGRY16X,,
ANGRY17,,
HAPPY1,,"An ""oɾɨβ"" set -- ZJO"
HAPPY3,,
HAPPY5,,
HAPPY6,,
HAPPY7,,"An ""aisi"" set -- ZJO"
HAPPY8,,
HAPPY10,,
HAPPY11,,
HAPPY12,,
HAPPY13,,
HAPPY14,,
HAPPY15,,
HAPPY16,,
HAPPY17,,
WEAK1,,"A ""kaŋ"" set, likely related to BONE, but not moved b/c relation uncertain -- ZJO"
WEAK2,,
WEAK3,,
WEAK4,,"An ""atãa"" set -- ZJO"
WEAK5,,
WEAK6,,"A ""memek"" set -- ZJO"
WEAK7,,
WEAK8,,
WEAK9,"COMPLEX, MED","A ""pɨtu+aɾ"" BREATHE+? complex set -- ZJO"
WEAK10,,
WEAK11,,
WEAK12,,
WEAK13,,
WEAK14,,
WEAK15,,
STRONG1,,
STRONG2,,
STRONG3,,"A ""gurakõ"" set -- ZJO"
STRONG4,,
STRONG5,,
STRONG6,,
STRONG7,,
STRONG9,,
STRONG10,,
STRONG12,,
STRONG13,,
STRONG14,,
STRONG15,,
STRONG16,,
STRONG16X,,
HARD1,,"An ""atã"" set -- ZJO"
HARD2,"COMPOUND, GEN","A ""pɨɾ+atã"" ?+HARD compound set -- ZJO
It may be related to HARD3, but it is not clear why the r (presumably a ""relational prefix"") is present in one set and not in the other. - NCP"
HARD3,"COMPOUND, GEN","A ""pɨ+atã"" ?+HARD compound set -- ZJO
It may be related to HARD2, but it is not clear why the r (presumably a ""relational prefix"") is present in one set and not in the other. - NCP"
HARD4,,
HARD5,,"An ""posakaɾ"" set -- ZJO."
HARD6,,
HARD7,,
HARD8,,"A ""pɨm"" set -- ZJO"
HARD9,,
HARD10X,,
HARD12,,
HARD13,,
HARD14,,
HARD15X,,
HARD17,,
HARD18,,
THICK1,"COMPLEX, IND","A ""powasu"" set -- ZJO
this is some sort of complex form with big, large1"
THICK2,,"An ""anam"" set -- ZJO."
THICK3X,,
THICK4,,
THICK5,,
THICK6,,
THICK7,"COMPLEX, IND","also complex with big, large1 - NCP"
THICK8,,
THICK9,,
THICK10,"COMPLEX, IND","this is also a big, large 1 complex form. - NCP"
THICK11,,
THICK13X,,
THICK14X,,
THICK15,,
THICK16,,
THICK17X,,
THICK18X,,
THICK19,,
THICK20X,,
THICK22,,
THICK23,,
ROUND1,,"An ""apuʔa"" set -- ZJO

is the Tapirape h ok here? SM is skeptical? - NCP"
ROUND2,,"An ""ajereβ"" set -- ZJO"
ROUND3,,
ROUND4,,
ROUND5,,
ROUND6,,"An ""apɨʔa"" set -- ZJO"
ROUND7,,
ROUND9X,,
ROUND12,,
ROUND14,,
ROUND15,,
ROUND16,,
ROUND18,,
ROUND19X,,
ROUND20,,
STRAIGHT1,,
STRAIGHT2,,
STRAIGHT3,,
STRAIGHT4,,
STRAIGHT5,,
STRAIGHT6,,
STRAIGHT7,,
STRAIGHT8X,,
STRAIGHT9,,
STRAIGHT10 ,"COMPOUND, IND",
STRAIGHT10.5,,
STRAIGHT11X,,
STRAIGHT12X,,
STRAIGHT13X,,
STRAIGHT14X,,
STRAIGHT15X,,
STRAIGHT17,,
STRAIGHT18,,
STRAIGHT19,,
RIGHT1,,
RIGHT2,,
RIGHT3,"COMPLEX, MED",complex a + katu (good) - NCP
RIGHT4,"COMPLEX, MED",e + katu . the last parts are not cognate. - NCP
RIGHT5,,
LEFT1,,"A ""yatso"" set -- ZJO"
LEFT2,,
LEFT3,,
LEFT4X,"COMPLEX, IND",
LEFT5,,
LEFT6X,,
"BENT, TWISTED1",,"An ""apẽ"" set; related to the bit in FIGERNAIL & TOENAIL? -- ZJO"
"BENT, TWISTED2",,"An ""apaɾ"" set -- ZJO"
"BENT, TWISTED2.5",,
"BENT, TWISTED3",,"A ""βaŋ"" set -- ZJO"
"BENT, TWISTED4",,
"BENT, TWISTED5",,"A ""kandaβ"" set -- ZJO"
"BENT, TWISTED6",,
"BENT, TWISTED7",,
"BENT, TWISTED8",,
"BENT, TWISTED9",,
"BENT, TWISTED10",,
"BENT, TWISTED11X",,"A ""par"" set -- ZJO."
"BENT, TWISTED12",,
"BENT, TWISTED13",,
"BENT, TWISTED14",,
"BENT, TWISTED15",,
"BENT, TWISTED16",,
"BENT, TWISTED17",,
"BENT, TWISTED18X",,
"BENT, TWISTED19",,
FAR1,,
FAR2,,
FAR3,,
FAR4,,
FAR5,,
FAR6,,
FAR7,,
FAR8,,
FAR9,,
FAR10,,
FAR11,,
FAR12,,
FAR13,,
FAR14,,
FAR15,,
FAR16,,
FAR17,,
FAR18,,
FAR19,,
FAR20,,
FAR21X,,
FAR22,,
NEAR0.5,,
NEAR1,,"An ""(ɨ)pɨɾi"" set, based on *pɨɾ 'nearside' with locative '-i'; see also roots with voicing <ybyri> -- ZJO"
NEAR2FUNCTX,,
NEAR3FUNCTX,,
NEAR4,,"A ""βaβ"" set -- ZJO"
NEAR5,,
NEAR6,,"A ""pɨβõ"" set -- ZJO"
NEAR7,,"An ""ake"" set -- ZJO"
NEAR8,,
NEAR9,,
NEAR10X,,
NEAR11,,
NEAR12,,
NEAR13,,"A ""tete"" set -- ZJO"
NEAR14,,
NEAR15,,
NEAR16,,
NEAR17X,,
NEAR18,,
NEAR19,,
NEAR20X,,
NEAR21X,,
NEAR22FUNCTX,,
NEAR23,,
NEAR24,,
NEAR25,,
NEAR26,,
NEAR27,,
NEARFUNCTX,,
OPEN1,,
OPEN2,,
WIDE2,,
WIDE3,,"A ""pɨ"" set -- ZJO
----
compare with LONG6
	-pagouritsa itsnoneofyourbusiness"
WIDE4,"COMPOUND, IND","A ""pɨ + wasu"" set -- ZJO"
WIDE5,,
WIDE6,,
WIDE7,,
WIDE8,,
WIDE1,,"Seems to really mean ""flat""; a ""peβ"" set -- ZJO"
PAINTED1,,"A ""paraβ"" set -- ZJO"
PAINTED3,,"A ""pinim"" set -- ZJO"
PAINTED4,,
PAINTED5,,
PAINTED6,,
PAINTED7X,,
PAINTED8X,,
DULL1,,
DULL2,,
DULL3,,
DULL4,,
DULL5X,,
SHARP1,,"We considered that this might be a compound TOOTH+LOC, but the fact that we have p/mb/me'e forms cast doubt on the LOC idea, and the sound correspondences aren't quite right for TOOTH -- LDM"
SHARP3,,"this is a ""point"" (noun) set, exhibiting the kw:pw correspondence. Ideally this meaning should be separated out instead of staying in sharp. - NCP

Note that the Mbya compound is SHARP+TOOTH, which happens to be homophonous with GROIN+TOOTH (=penis) due to sound changes. -- LDM"
SHARP4,,
SMOOTH1,,"A ""sɨm"" set -- ZJO"
SMOOTH2,,
SMOOTH4,,
SMOOTH6,,
SMOOTH8,,
SMOOTH9,,
SMOOTH10,,
SMOOTH11,,
SMOOTH14,,
SMOOTH15,,
SMOOTH16,,
SMOOTH17,,
SMOOTH18X,,
SMOOTH19,,
SMOOTH20,,
SMOOTH21X,,
SMOOTH22,,
SMOOTH23,,
MURKY1,,
MURKY2,"COMPOUND, IND","An ""ɨpɨ+tiŋ"" DEEP+WHITE compound set. I copied those forms to DEEP for which a cognate for 'deep' was not otherwise attested in that language -- ZJO"
MURKY3X,,
MURKY4,"COMPOUND, GEN",? + black - NCP
MURKY5X,,
MURKY6,"COMPOUND, GEN","A DARK+BLACK compound set where ZJO bet $8 in favor, seems to be opposite of MURKY2, glottal stop is somewhat mysterious but possibly explainable phonetically -- ZJO"
CORRECT1,,
CORRECT1.5,,
CORRECT2,,
CORRECT3,,
CORRECT5,,
CORRECT6,,
CORRECT7,,
HIGH UP (ADV)1,,
HIGH UP (ADV)2,,
HIGH UP (ADV)3,,
"HIGH, TALL1",,"A ""yeɨʔa"" set -- ZJO"
"HIGH, TALL2X",,
"HIGH, TALL3",,
"HIGH, TALL6",,
"HIGH, TALL7",,
"HIGH, TALL8",,
"HIGH, TALL9",,
"HIGH, TALL10",,
"HIGH, TALL11",,
HIGH TALL12,,
"HIGH, TALL12",,
DEEP1,,
DEEP3,,
DEEP4,,
DEEP5,,
DEEP6,,
DEEP7,,
DEEP8,,
DEAF1,,
DEAF2,,
BLIND1,"COMPLEX, IND","An ""esa+eʔɨm"" EYE+PRIVATIVE set.  Branch 2 languages and those nearby (Aché, Tapiete, Tapirapé), show an irregular form of the privative that may well be unrelated to the TPN form, but for now I have collapsed them -- ZJO"
BLIND2,"COMPOUND, IND","An ""esa+kwaɾ"" EYE+HOLE compound set; latter may show locative or negative morphology -- ZJO"
BLIND3,,
BLIND4,,
BLIND5,,
BLIND6,"COMPLEX, GEN",
BLIND7,,
AGAIN1,,"A ""yɨ"" set -- NCP"
AGAIN2,,"A ""no"" set -- ZJO"
AGAIN3,,
AGAIN4,,"A ""βe"" set -- ZJO"
AGAIN5,,
AGAIN6,,
AGAIN7,,
AGAIN8X,,
AGAIN9,,
AGAIN10,,
AGAIN11,,
STILL1,,a te ~ teri set -- LDM
STILL2,"COMPOUND, IND",a compound kwe-teri set -- LDM
STILL4,,"A ""yepe~yeβe"" set -- ZJO"
STILL5,,
STILL6,,
STILL8,,
STILL9,,
STILL10,,
STILL11,,
STILL12,,
STILL13,,
STILL14,,
ALSO1,,"A ""(y)aβe(i)"" set -- ZJO"
ALSO2,,
ALSO3,,
ALSO4,,
ALSO5,,
ALSO6,,
ALSO7,,
ALSO8,,
ALSO9,,
ALSO10,,
MORE1,,
MORE2,LOAN,
MORE3,,
MORE4,,
MORE5,,
MORE6,,
MORE7,,
MORE8,,
MORE10,,
MORE11,,
MORE12,,
MORE13,,
OTHER1,,"An ""amó"" set -- ZJO"
OTHER2,,
OTHER3X,,
OTHER4,,
OTHER5,,
OTHER6,,
OTHER7,,
OTHER8,,
OTHER9,,
OTHER10,,
MANY1,,"An ""etá"" set -- ZJO
SM: probably cognate with Aweti 
-ʐa and Mawe -rja (suffixes for ""group of X"")."
MANY1.5,,
MANY2,,"An ""atso"" set -- ZJO"
MANY3,,
MANY4,,"An ""eʔɨj"" set -- ZJO"
MANY5,,"An ""ɨpiʔó"" set -- ZJO"
MANY5.5,,
MANY6,,
MANY7X,,
MANY8,,
MANY9,,
MANY10,,
MANY10.5,,
MANY11,,
MANY12,,
MANY13,,
MANY14,,
MANY15,,
MANY16,,
MANY17,,
MANY18,,
MANY19,,
MANY22,,
MANY25,,
MANY26,,
MANY27,,
MANY28,,
MANY29,,
MANY31,,
MANY32,,
MANY33,,
MANY34,,
MANY35,,
MANY36,,
ALL1,,
ALL7,,
ALL8,,
ALL10,,"A ""(w/h)ete(p)"" set -- ZJO"
ALL11,,
ALL12,,
ALL13,,
ALL14,,
ALL15,,
ALL16,,
ALL17,,
ALL18,,
ALL19,,
SOME2,,
SOME3,,
FEW1,,
FEW2,,
FEW3,,
FEW4,,
FEW5,,
FEW6,,
FEW7,,
FEW8,,
FEW9,,
FEW10,,
FEW11,,
FEW13,,
FEW14,,
FEW15,,
FEW16,,
FEW17,,
FEW18,,
FEW20,,
FEW22,,
FEW23,,
FEW24X,,
FEWFUNCTX,,
FEW25,,
FIRST1,"COMPLEX, GEN",one + nominalizer
FIRST2,,an 'nda' set -- LDM
FIRST3,,
FIRST4,,
FIRST5,,
FIRST6,,
FIRST7FUNCTX,,
FIRST9,,
FIRST9.5,,
FIRST10X,,
FIRST11,,
YES1X,,"An ""a'e"" set -- ZJO"
YES2X,,"An ""eʔẽ"" set -- ZJO"
YES2.5X,,
YES3X,,"An ""aa"" set -- ZJO"
YES3.5X,,
YES4X,,"An ""oo"" set -- ZJO"
YES5X,,
YES6X,,"An ""upe"" set -- ZJO"
YES7X,,
YES8X,,
YES9X,,
YES10X,,
YES11X,,
YES12X,,
YES13X,,
YES14X,,
YES15X,,
YES16X,,
YES17X,,
YES20X,,
YES21X,,
NO1,,"An ""ani"" set -- ZJO"
NO2,,
NO3,,
NO4,,
NO5,,
NO5.5,,
NO6,,
NO7,,
NO8FUNCTX,,
NO10,,
NO11,,
NO12,,
SIDE1,,"An ""ɨké"" set -- ZJO"
SIDE2,,
SIDE4,"COMPOUND, GEN",kaku (cheek) + ra - NCP
SIDE5,,
SIDE6,,
SIDE7,,
SIDE8,,
SIDE9.5XFUNCT,,
SIDE10X,,
SIDE11,,
SIDE13X,,
SIDE14X,,
GO1,,"A ""tso"" set, where various languages developed allomorphic variation of 'go' based on the vowel quality of the person prefix -- ZJO
causative +go meaning usually give or send - NCP"
GO2,,
GO4,,
GO5X,,
GO6X,,
GO7X,,
GO8X,,
GO9X,,
GO10X,,
GO11X,,
GO12X,,
GO13X,,
GO (IMP)1,,"Possibly related to pass3, but we have not enough information for now - NCP"
GO (IMP)3,,
COME1,,
COME2,,
COME4.5,,
COME5,,
COME7,,
COME8X,,
COME9X,,
COME10X,,
COME11X,,
COME12X,,
COME13X,,
COME14,,"A ""yo"" set -- ZJO"
COME15X,,
COME16X,,
ARRIVE1,,
ARRIVE2,,"A ""wa(s)em"" set -- ZJO"
ARRIVE3,,
ARRIVE4X,,
ARRIVE5,,
ARRIVE6,,
ARRIVE7,,
ARRIVE8,,
ARRIVE9X,,
ARRIVE10,,
LEAVE FROM1,,
LEAVE FROM2,,"A *tsem set, with some languages showing stems causativized both with ero- and mo-; the former has additionally been separated as a genetic complex form -- ZJO"
LEAVE FROM3,,
LEAVE FROM4,,
LEAVE FROM5,,
LEAVE FROM7,,
LEAVE FROM8,,
LEAVE FROM9X,,
LEAVE FROM10,,
LEAVE FROM11,,
LEAVE FROM12X,,
LEAVE FROM14X,,
LEAVE FROM16,,
RETURN1,,"A ""jeβɨɾ"" set -- ZJO
causative and return = vomit - NCP"
RETURN2,,
RETURN3,,
RETURN4,,
RETURN5X,,
RETURN6,,
RETURN7,,
STOP1,,"A ""poʔiɾ"" set, that probably meant 'let go of' -- ZJO"
STOP2,,
STOP3,,
STOP4,,
STOP5,,
STOP6,,"A ""pik"" set with nasalization from causative prefix; crucially different from ""pɨk"" TIGHTEN1 -- ZJO"
STOP8,,
STOP9,,
STOP11,,
STOP12,,
STOP13,,
STOP14X,,
STOP15,,
STOP16X,,
STOP17X,,
STAY17,,
STAY1,,"A ""pɨt"" set -- ZJO"
STAY2,,
STAY3,,
STAY4,,"An ""iton"" set -- ZJO"
STAY5,,
STAY6,,
STAY7,,
STAY8,,
STAY9,,
STAY10,,
STAY12,,
STAY13,,
STAY15,,
STAY15.5,,
STAY16,,
STAY11X,,
WALK1,,
WALK3,,
WALK4,,
WALK5,,
WALK6X,,
WALK7X,,
WALK8X,,
WALK9X,,
WALK11X,,
WALK12X,,
WALK13X,,
WALK14,,
RUN2,,"A ""ñan"" set -- ZJO"
RUN3,,
RUN4,,
RUN5,,
RUN6,,
RUN7,,
RUN8,,
RUN9X,,
RUN10,,
RUN11,,
RUN14X,,
RUN15X,,
RUN16X,,
RUN17X,,
RUN18X,,
RUN19X,,
RUN20,,
SWIM1,,
SWIM2,,
SWIM3,,
SWIM4,,
SWIM5X,,
SWIM6,,
SWIM7X,,
SWIM8,,
SWIM9,"COMPOUND, GEN",A WATER+DO compound set -- ZJO
FLOAT1,,"A ""βeβui"" set -- ZJO"
FLOAT2,,
FLOAT3,,
FLOAT4,,
PLANT1,,"A ""tɨm"" set. Forms with nyo evidence that original root was monosyllabic, and thus tɨm, not atɨb as in BURY -- ZJO
"
PLANT3,,
PLANT4,,
PLANT5,,
PLANT6X,,
PLANT7X,,
PLANT8X,,
BURY1,,"A ""atɨβ"" set -- ZJO"
BURY4,,
BURY5,,
STEAL1,,"A ""mon(d)á"" set -- ZJO"
STEAL2,"COMPOUND, MED","A ""mon(d)á+arõ"" STEAL+AWAIT compound set.  Copied down to AWAIT -- ZJO"
STEAL3,,"A ""mon(d)aɾ"" 'think badly of' set, assumed to not be related to ""mon(d)á"", but drifted in many languages to 'steal', so TPN form included b/c of cognacy -- ZJO"
STEAL5,,
STEAL6,,
STEAL8,,
STEAL11,,
HIDE1,,"A ""mi(m)"" set -- ZJO"
HIDE2,,
HIDE3,,
HIDE4,,
HIDE6,,
HIDE7X,,
HIDE8X,,
HIDE9X,,
CULTIVATE1,,
CULTIVATE2,,
CULTIVATE3,,
CULTIVATE4,,
CULTIVATE5,,
CULTIVATE6,"COMPOUND, GEN",land + grab - NCP
CULTIVATE7,"COMPOUND, GEN",land + split - NCP
DIG1,"COMPOUND, GEN","A compound ""ɨβɨ+kõj"" LAND+? set -- ZJO"
DIG2,,"A ""kõi/kai"" set -- ZJO"
DIG3,,"An ""mo+ɨβɨ+kwar"" CAUS+LAND+HOLE compound set -- ZJO"
DIG4X,"COMPOUND, GEN","A ""tuyuk+?"" LAND/MUD+? compound set -- ZJO"
DIG5,,
DIG6,,
DIG7,,
DIG8,,
DIG9,,
DIG10,,
DIG11,,
DIG12,,
DIG13X,,
DIG14X,,
DIG13,,
DRIP1,,"A ""tɨkɨɾ"" set -- ZJO"
DRIP2,,
DRIP3,,
DRIP4,,
DRIP4.5,,
FLOW1,,"A ""tororõ"" set, which I speculate referred to portion of the event in which liquid flows down an incline -- ZJO"
FLOW2,,"A ""suɾuɾu"" set, note with /u/ and reduplicated syllables, which I suspect referred to the moment of an event in which, after flowing down an incline, water falls off an edge (hence meanings like 'drip') -- ZJO"
FLOW3,,"An *em set, referring to spilling, pouring, or the motion of liquids, with some languages showing dialectal variation with a nasal e, even in languages like TPN, which did not regularly lose final nasal consonants. Some languages also show complex forms with the causative ero-, with the expected suppression of initial e and nasalization of r -- ZJO"
FLOW5,,
FLOW4,,
FLOW6,,
SLIP1,,"A ""sɨɾɨ(k)"" set, which probably meant 'move across surface', so that with 'foot' and 'water' incorporated it can refer to slipping or going downriver -- ZJO"
SLIP2,,"A ""sɨɾɨɾɨ"" set (note with two /ɾɨ/) -- ZJO"
SLIP3,,
SLIP3.5,,
SLIP4,"COMPOUND, MED","A ""pɨ+sɨɾɨ(k)"" compound set -- ZJO"
SLIP7,,"A ""sɨɾɨj"" compound set -- ZJO"
SLIP5,"COMPOUND, GEN","A ""pɨ+ho"" FOOT+GO compound set -- ZJO"
SLIP6,"COMPOUND, GEN","A ""pɨ+sɨkuãi"" compound set -- ZJO"
SLIP8,"COMPOUND, MED","A ""pɨ+ʔiɾ"" set FOOT+DISLODGE compound set; the DISLODGE root is probably the same as the small ""ʔiɾ"" root in FALL23 -- ZJO"
SLIP9,"COMPOUND, GEN",NCP: FOOT + ? 
SLIP10,,
SLIP11,,
SLIP12,,
SLIP13,,
SLIP14X,,
SLIP15,,
SLIP16,,
SLIP17,,
SLIP18,,
SLIP19,,
SLIP20,,
SLIP21,,
SWEAT1,,
SWEAT2,,"An ""ɨʔai"" set -- ZJO"
SWEAT3,"COMPOUND, IND","A ""pir+ɨʔaj"" SKIN+SWEAT compound set -- ZJO"
SWEAT4,"COMPOUND, GEN",A SKIN+? compound set -- ZJO
SWEAT5,,
SWEAT6,"COMPOUND, GEN",sun + hot. the sun is moved to day in Mawe. - NCP
SWEAT7X,,
SWEAT8X,,
BORROW1,,"A ""poru"" set; 'lend' is causativized stem -- ZJO"
BORROW2X,,
BORROW3X,,
BORROW4X,,
BORROW5,,
LIVE1,,"An ""eko/iko"" set -- ZJO
semantic evolution: exist, be alive, be in motion, walk - NCP"
LIVE2,"COMPLEX, GEN","An ""ekoβe/ikoβe"" set -- ZJO"
LIVE2.5,,"A ""koβ"" set, which is not the root involved in the immediately preceding set -- ZJO"
LIVE3,,
LIVE4X,,
LIVE5,,
LIVE6,,
LIVE7,,
LIVE8,,
LIVE10X,,
LIVE11X,,
LIVE12X,,
DIE1,,
DIE3X,,
DIE5,,
DIE6X,,
DIE7X,,
DIE8X,,
KILL1,,"A ""juká"" set -- ZJO"
KILL2,,"An ""apiti"" set -- ZJO"
KILL3,,
KILL4,,
KILL5,,
KILL6,,
KILL7,,
KILL8,,"kyi means kill, jekyi means die - NCP"
KILL9X,,
KILL10X,,
KILL11X,,
KILL12X,,
KILL13X,,
KILL 14X,,
FLY(V)1,,
FLY(V)2,,
FLY(V)3,,
FLY(V)4,,
FLY(V)5,,
CLIMB1,,
CLIMB2,,
CLIMB3,,
CLIMB4,,
CLIMB5,,
CLIMB6,,
CLIMB7X,,
CLIMB8,,
CUT1,,
CUT2,,
CUT3,,"A ""kɨtĩ"" set -- ZJO

Similar to knife1. It can be that they come from a common root further up the tree, but now they are divergent enough to be considered different sets. - LDM"
CUT4,,
CUT5,,"An ""aβ"" set -- ZJO"
CUT6,,"A ""gaj"" set -- ZJO"
CUT7,,"An ""asɨk"" set -- ZJO"
CUT8,,
CUT9,,"An ""asɨʔaβ"" set -- ZJO"
CUT10,,
CUT11,,
CUT12,,
CUT13,,
CUT14X,,
CUT15X,,
CUT16X,,
CUT17,,
CUT19,,
CUT21,,
CUT23,,
CUT24,,
CUT25,,
CUT26,,
CUT27,,
CUT28,,
CUT29,,
CUT30,,
CUT31,,
CUT34X,,
CUT35X,,
CUT36X,,
CUT37X,,
CUT38X,,
CUT39X,,
CUT40X,,
CUT41X,,
CUT42,,
BREAK1,,"A ""pen"" set -- ZJO"
BREAK2,,"A ""ká"" set, with frozen *jo- absolutive prefix -- ZJO
NCP: most items mean ""break open"""
BREAK3,,"A ""soɾok"" set; causativized comes out as ""mondoɾok"" -- ZJO"
BREAK3.5,,
BREAK4,,
BREAK5,,
BREAK6X,,
BREAK7X,,
BREAK8,,
BREAK9,,
BREAK10,,
BREAK11,,
BREAK12,,
BREAK13X,,
BREAK14,,
BREAK15,,
BREAK16,,
BREAK17X,,
BREAK18,,
SPLIT1,,"A ""pesẽ"" set -- ZJO
LDM: the tapiete form has lost the first syllable, probably because of reanalysis."
SPLIT2,,"A ""βok"" set, unrelated to the ""ok"" set -- ZJO
"
SPLIT3,,
SPLIT4,,"An extensive discussion of the items in this cognate set have led to the following observations: TPN exhibits a root /ir/ 'separarse, desprenderse, desgrudarse' which  is the basis of /po+ir/ 'let go' (po = hand) (cf. PG, poi 'soltar') and /mbo+ir/ 'separate' (mo = causative). Some languages exhibit a 'doubly causativized' form of the latter. The question that has occupied us is whether are two cognate sets or one, in particular, whether there is one set based on the above set of forms and, in addition, a /mbo-'i/ (CAUS-small) set. This issue is raised by the fact that some languages have forms w/ and w/o a final r (in languages that preserve them), and also have forms w/ and w/o a glottal stop. We have decided to merge the two sets, pending discussion w/ Fran re: the seemingly distinct Eme forms -- LDM

An ""(mbo)ʔir"" set (most languages lost final /r/ and they exhibit the CAUS prefix); other languages show a reanalysis of /mboʔir/ as the root, and then recausativize it, as in Warazu -- ZJO"
SPLIT5,,"A ""so(k)"" set (see also homophonous GRIND1 note), where causativized form is ""mondo(k)""; some show reduplicated ""soso(k)"" and causativized reduplicated ""mondoso(k)"" -- ZJO"
SPLIT7X,,
SPLIT8,,"A ""saβ"" set -- ZJO"
SPLIT10,,
SPLIT11,,
SPLIT13,,
SPLIT14,,
DIVIDE1,,
DIVIDE1.5,,
DIVIDE1.75,,
DIVIDE2,,
DIVIDE3,,
DIVIDE4,,
DIVIDE6,,
DIVIDE7,,
DIVIDE8,,
BURST1,,A *pok set -- ZJO
BURST1.5,,A *puk set -- ZJO
BURST2,,
BURST3,,
BURST4,,
BURST5,,
BURST6,,"A ""pororok"" set, a verb that means 'thunder', possibly to the crackling of lightning -- ZJO"
BURST7,,
BURST8,,
FISH(V)1,"COMPOUND, GEN",A FISH+? compound set -- ZJO
FISH(V)2,"COMPOUND, GEN",A FISH+PIERCE compound set -- ZJO
FISH(V)3,"COMPOUND, MED","A ""pinda+poj"" FISHHOOK+FEED compound set -- ZJO"
FISH(V)4,,
FISH(V)5,"COMPOUND, MED","A ""piɾa+poj"" FISH+FEED set -- ZJO"
FISH(V)6X,,
FISH(V)7,,
FISH(V)8,"COMPOUND, MED","A ""pidna+etɨk"" FISHHOOK+THROW set -- ZJO"
FISH(V)9,"COMPOUND, GEN",A FISH+? compound set -- ZJO
FISH(V)10,"COMPOUND, GEN",fish(n) + naɨ̃ - NCP
FISH(V)11,,
FISH(V)12,"COMPOUND, GEN",A FISHHOOK+THROW compound set -- ZJO
FISH(V)13,"COMPOUND, GEN","A ""ukɨ+poj"" FISHHOOK+FEED set -- ZJO"
FISH(V)14,"COMPOUND, IND",fish + kill pira + ɨka. - NCP
FISH(V)15,,
HUNT1 ,,
HUNT2,,
HUNT3,,"A ""poɾakaɾ"" set -- ZJO"
HUNT4X,LOAN,
HUNT5,,"A ""kaʔaup"" set (?) -- ZJO"
HUNT6,,
HUNT7,,
HUNT8,,
HUNT9,,
HUNT11,,
HUNT12,,
HUNT13X,,
HUNT14X,,
HUNT15X,,
HUNT16X,,
HUNT17X,,
HUNT19,,
HUNT20,,
SWEEP1,,"A ""peʔiɾ"" set -- ZJO"
SWEEP2,"COMPOUND, IND","A compound ""ɨtɨ+peʔiɾ"" TRASH+SWEEP set -- ZJO
"
SWEEP3,,
SWEEP4,,
SWEEP5,,
SWEEP6,,
SWEEP7,,
SWEEP8,,
RAIN(V)1,,
RAIN(V)2,,
RAIN(V)3,,
RAIN(V)4,,
RAIN(V)5,,
RAIN(V)6X,,
RAIN(V)7X,,
FLOOD1,,
FLOOD2,,
FLOOD4,,
FLOOD5,,
FLOOD6,"COMPOUND, IND","A ""ɨ+apo"" WATER+DO compound form.  Forms copied under WATER and DO -- ZJO"
FLOOD7,,
FLOOD8,,
FLOOD10,,
FLOOD11,,
DROWN1,,"An ""(a)pɨm"" set -- ZJO"
DROWN2,,
DROWN3,,
DROWN4,,
DROWN5,,
DROWN6,,
DROWN7X,,
DROWN10,,
DROWN11,,
DROWN9X,,
SINK1,,
SINK2,,
SINK3,,
SINK4,,
SINK5,,
SINK6,,
SINK7,,
SINK8,,
BREATHE1,"COMPOUND, GEN","A ""pɨtu+ẽ"" BREATH+? set; second element possibly related to FLOW3 *ẽ -- ZJO
"
BREATHE2,,"A ""pɨtu"" set -- ZJO
"
BREATHE3,"COMPOUND, GEN",compound of pya liver and wur bubble - NCP
BREATHE4,,
BREATHE5,,
BREATHE6,,
YAWN1,,
YAWN2,"COMPOUND, GEN","compound juru + peʔa, mouth+ open. NCP"
YAWN3,"COMPOUND, IND",compound set mouth+open juru+peka. - NCP
YAWN4,,
YAWN5,"COMPOUND, IND","compound of juru + pirara, mouth and open - NCP"
YAWN6,,
YAWN7,"COMPOUND, IND",acompound set of mouth and laugh juru + jai - NCP
YAWN8,"COMPOUND, GEN","compound of juru + wak, mouth + split. - NCP"
YAWN9,,
YAWN10,,
YAWN11,"COMPOUND, GEN",compound of mouth and split. add to cognate table. - NCP
VOMIT1,,"A ""weʔeŋ"" set -- ZJO"
VOMIT2 ,,
VOMIT3,,
VOMIT4,,
VOMIT5,,
VOMIT6X,,
LIE ON A SURFACE1,,
LIE ON A SURFACE2,"COMPLEX, GEN","An ""apaɾaɾ"" set.  This appears to be a morphological derivation and so I did not label it as 'compound', but I made two sets because the presence of this form appears to correspond in interesting ways to subgrouping -- ZJO"
LIE ON A SURFACE3,,"An ""ap~aβ"" set -- ZJO"
LIE ON A SURFACE4,,"maybe related to lie on a surface 3 in some way. - SM

The individual languages seem to vary a lot on how many stems there are, and on whether they are all ""forms of the same stem"" or independent verbs -- so it's not clear to me WHAT was innovated (longer forms from shorter forms? shorter forms from longer forms?) and whether the different stems are to be reconstructed as independent lexems ('characters') or as forms of the same lexeme ('subcharacters') -- /ap/ vs. /up/ vs. /aw/? /ap/ and /aw/ vs. /up/? /ap/, /aw/ and /up/ as one?...

So I'd treat the positional verbs with great care -- their history is potentially confusing.
"
LIE ON A SURFACE5,,
LIE ON A SURFACE6,,
LIE ON A SURFACE7X,,
LIE ON A SURFACE8,,
LIE ON A SURFACE9,,
LIE ON A SURFACE10,,
LIE ON A SURFACE11X,,
