ID,Language_ID,Phonemic,Phonetic,Orthographic,Variants,Form_Comment,Source,Procedural_Comment,Procedural_Comment_Concept,Concept_ID
tupinamba1_deep1_1,tupinamba1,,,<py2>,,,tupinamba1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
tupinamba1_deep1_2,tupinamba1,,,<ypy1>,,(t t),tupinamba1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
tapirape1_deep1_1,tapirape1,No value,No value,No value,,No value,tapirape1No value,,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
tocantins_asurini1_deep1_1,tocantins_asurini1,,,<týpy>,,(water-deep),tocantins_asurini1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
tocantins_asurini1_deep1_2,tocantins_asurini1,,,<tɨpɨ>,,,tocantins_asurini1{2},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
tocantins_asurini1_deep1_3,tocantins_asurini1,,,<-ypý>,,"(deep, bottom)",tocantins_asurini1{3},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
parakana1_deep1_1,parakana1,,,<typy>,,,parakana1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
canoeiro1_deep1_1,canoeiro1,No value,No value,No value,,No value,canoeiro1No value,,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
tembe1_deep1_1,tembe1,,,<'iw>,,(fundo),tembe1{1:85},keep: <'iw>,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
tembe1_deep1_2,tembe1,,,<hê-i-kwar>,,,tembe1{1},keep: <'iw>,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
tembe1_deep1_3,tembe1,,,<piwa>,,,tembe1{1},keep: <'iw>,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
tembe1_deep1_4,tembe1,,,<téi-kwar>,,,tembe1{1},keep: <'iw>,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
tembe1_deep1_5,tembe1,,,<tĭpĭ>,,,tembe1{1},keep: <'iw>,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
tembe1_deep1_6,tembe1,,,<apĭy>,,(ser fundo),tembe1{1},keep: <'iw>,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
guajajara1_deep1_1,guajajara1,No value,No value,No value,,No value,guajajara1No value,,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
turiwara1_deep1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
anambe1_deep1_1,anambe1,No value,No value,No value,,No value,anambe1No value,,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
arawete1_deep1_1,arawete1,No value,No value,No value,,No value,arawete1No value,,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
xingu_asurini1_deep1_1,xingu_asurini1,,,<typy>,,,xingu_asurini1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
kayabi1_deep1_1,kayabi1,,,<typy>,,,kayabi1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
apiaka1_deep1_1,apiaka1,,[hɘ'pɨ],,,,apiaka1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
parintintin1_deep1_1,parintintin1,,,<gwa>,,(fundo),parintintin1{1},keep: <-ypy>(fundo),"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
parintintin1_deep1_2,parintintin1,,,<-ypy>,,(fundo),parintintin1{1},keep: <-ypy>(fundo),"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
wayampi1_deep1_1,wayampi1,/ɨpɨ1/,,,,"(I. Creux, profond; II. Fond; III. Bas-ventre; IV. Pied (arbre, montagne); V. Premier, aîné; VI. Avance)  (NCP: here for the deep and bottom meanings)",wayampi1{1: 195-198},keep ipi,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
wayampi1_deep1_2,wayampi1,/i-kwapɔkɔ/,,,,"(profondeur, profond)",wayampi1{1},keep ipi,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
teko1_deep1_1,teko1,,,<tɨpɨ>,,(être profond),teko1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
urubu_kaapor1_deep1_1,urubu_kaapor1,/tɨˈpɨ/,,,,(Ib),urubu_kaapor1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
guaja1_deep1_1,guaja1,No value,No value,No value,,No value,guaja1No value,,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
aweti1_deep1_1,aweti1,No value,No value,No value,,No value,aweti1No value,,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
satere_mawe1_deep1_1,satere_mawe1,/i-hɨpɨa/,,,,(maybe i-hɨ-pɨa 3-liquid-deep?),satere_mawe1{4},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
tembe1_deep2_1,tembe1,,,<mĭ>,,"(pé, fundamento, fundo)",tembe1{1:135},,,deep2
tembe1_deep2_2,tembe1,,,<pĭ2>,,"(o fundo, o interior, o dentro, a base, o assento, o avêsso, a parte interna)",tembe1{1: 192},,,deep2
guajajara1_deep2_1,guajajara1,,,<typy>,,(funda (refere-se à água)),guajajara1{1},,,deep2
guajajara1_deep2_2,guajajara1,,,<aguz apygwar>,,(fundo de agulha),guajajara1{1},,,deep2
parintintin1_deep2_1,parintintin1,,,<ypy'gwyruhu>,,(fundo de um rio ou lago),parintintin1{1},,,deep2
parintintin1_deep2_2,parintintin1,,,<-py2>,,"(fundo, a parte interior, a parte de dentro)",parintintin1{1},,,deep2
ache1_deaf1_1,ache1,/wẽduja/,[we.du.'ja],,,"(sordo, escuchar-NEG)",ache1{4},,,deaf1
ache1_deaf1_2,ache1,/pɨčayã/,,,,,ache1{1},,,deaf1
paraguayan_guarani1_deaf1_1,paraguayan_guarani1,,,<(xe)apysa oñemboty>,,"(sordo (ser, estar))",paraguayan_guarani1{Guasch1962:442},,,deaf1
kaiwa1_deaf1_1,kaiwa1,No value,No value,No value,,No value,kaiwa1No value,,,deaf1
mbya_guarani1_deaf1_1,mbya_guarani1,,,<-apyxa e'ỹ va'e>,,,mbya_guarani1{1},,,deaf1
chiripa1_deaf1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,,deaf1
xeta1_deaf1_1,xeta1,No value,No value,No value,,No value,xeta1No value,,,deaf1
eastern_bolivian_guarani1_deaf1_1,eastern_bolivian_guarani1,/apɨsãa/,,,,,eastern_bolivian_guarani1{1},,,deaf1
guarayu1_deaf1_1,guarayu1,,,<apìzaeỹmbae>,,"(gehörlos, eigensinnig, ungehorsam)",guarayu1{2},,,deaf1
siriono1_deaf1_1,siriono1,,,<eisayã>,,,siriono1{1},,,deaf1
yuqui1_deaf1_1,yuqui1,,,<iisaãbetẽ>,,"(hard of hearing, deaf(?))",yuqui1{2},,,deaf1
jora1_deaf1_1,jora1,No value,No value,No value,,No value,jora1No value,,,deaf1
warazu1_deaf1_1,warazu1,,,<ð-apiha-máiʔe>,,,warazu1{9},,,deaf1
omagua1_deaf1_1,omagua1,/upa/,,,,,omagua1{1},,,deaf1
omagua1_deaf1_2,omagua1,/upatu/,,,,,omagua1{1},,,deaf1
cocama_cocamilla1_deaf1_1,cocama_cocamilla1,,,<upatu>,,,cocama_cocamilla1{1},,,deaf1
cocama_cocamilla1_deaf1_2,cocama_cocamilla1,,,<upatupan>,,,cocama_cocamilla1{6},,,deaf1
tupinamba1_deaf1_1,tupinamba1,,,<apyssàeyma>,,(surdo),tupinamba1{2},,,deaf1
tapirape1_deaf1_1,tapirape1,No value,No value,No value,,No value,tapirape1No value,,,deaf1
tocantins_asurini1_deaf1_1,tocantins_asurini1,No value,No value,No value,,No value,tocantins_asurini1No value,,,deaf1
parakana1_deaf1_1,parakana1,No value,No value,No value,,No value,parakana1No value,,,deaf1
canoeiro1_deaf1_1,canoeiro1,No value,No value,No value,,No value,canoeiro1No value,,,deaf1
tembe1_deaf1_1,tembe1,,,<apiha(i)'ĭ-ma'ê>,,,tembe1{1},,,deaf1
tembe1_deaf1_2,tembe1,,,<na.....apiha-y>,,(estar surdo),tembe1{1},,,deaf1
guajajara1_deaf1_1,guajajara1,,,<na'iapyha kwaw>,,(surdo),guajajara1{1},,,deaf1
turiwara1_deaf1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,deaf1
anambe1_deaf1_1,anambe1,,,<apyha>,,,anambe1{1},,,deaf1
arawete1_deaf1_1,arawete1,,,<h-apiha-ʔimeʔe>,,"(não tem ouvido, surdo)",arawete1{1},,,deaf1
xingu_asurini1_deaf1_1,xingu_asurini1,No value,No value,No value,,No value,xingu_asurini1No value,,,deaf1
kayabi1_deaf1_1,kayabi1,No value,No value,No value,,No value,kayabi1No value,,,deaf1
apiaka1_deaf1_1,apiaka1,No value,No value,No value,,No value,apiaka1No value,,,deaf1
parintintin1_deaf1_1,parintintin1,,,<-apyagwev>,,(surdo),parintintin1{1},,,deaf1
parintintin1_deaf1_2,parintintin1,,,<-apyakware'ymuhũ>,,(surdo),parintintin1{1},,,deaf1
kamayura1_deaf1_1,kamayura1,No value,No value,No value,,No value,kamayura1No value,,,deaf1
wayampi1_deaf1_1,wayampi1,/ni-apɨay/,,,,,wayampi1{1},,,deaf1
teko1_deaf1_1,teko1,No value,No value,No value,,No value,teko1No value,,,deaf1
urubu_kaapor1_deaf1_1,urubu_kaapor1,No value,No value,No value,,No value,urubu_kaapor1No value,,,deaf1
guaja1_deaf1_1,guaja1,No value,No value,No value,,No value,guaja1No value,,,deaf1
aweti1_deaf1_1,aweti1,No value,No value,No value,,No value,aweti1No value,,,deaf1
satere_mawe1_deaf1_1,satere_mawe1,/he-waure/,,,,(to be deaf),satere_mawe1{4},,,deaf1
ache1_blind1_1,ache1,/ʧãja/,[ʧã.'ja],,,"(ciego, ojo-NEG)",ache1{4},,,blind1
ache1_blind1_2,ache1,/čã-yã-gi/,,,,,ache1{1},,,blind1
paraguayan_guarani1_blind1_1,paraguayan_guarani1,,,<tesatũ>,"~<resatũ>,~<hesatũ>",(ceguera),paraguayan_guarani1{Guasch1962:726},,,blind1
paraguayan_guarani1_blind1_2,paraguayan_guarani1,,,<hesa kuape>,,(de un ojo),paraguayan_guarani1{1},,,blind1
paraguayan_guarani1_blind1_3,paraguayan_guarani1,,,<tesakuape>,"~<resakuape>,~<hesakuape>",(tuerto (ciego de un ojo)),paraguayan_guarani1{Guasch1962},,,blind1
kaiwa1_blind1_1,kaiwa1,No value,No value,No value,,No value,kaiwa1No value,,,blind1
mbya_guarani1_blind1_1,mbya_guarani1,,,<-exa kuape>,,(ficar cego),mbya_guarani1{1},,,blind1
chiripa1_blind1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,,blind1
xeta1_blind1_1,xeta1,No value,No value,No value,,No value,xeta1No value,,,blind1
tapiete1_blind1_1,tapiete1,,[hésamba],<hésamba>,,,tapiete1{1},,,blind1
eastern_bolivian_guarani1_blind1_1,eastern_bolivian_guarani1,/esãa/,,,,,eastern_bolivian_guarani1{1},,,blind1
guarayu1_blind1_1,guarayu1,,,<zezaeybae>,,"(Blinder, der keine Augen hat)",guarayu1{2},,,blind1
siriono1_blind1_1,siriono1,,,<eresayã>,,,siriono1{1},,,blind1
yuqui1_blind1_1,yuqui1,,,<eresa biti ye>,,(he's blind),yuqui1{2},,,blind1
jora1_blind1_1,jora1,No value,No value,No value,,No value,jora1No value,,,blind1
warazu1_blind1_1,warazu1,No value,No value,No value,,No value,warazu1No value,,,blind1
omagua1_blind1_1,omagua1,/sisaɨma/,,,,,omagua1{1},,,blind1
cocama_cocamilla1_blind1_1,cocama_cocamilla1,,,<chɨchɨma>,,(ser ciego),cocama_cocamilla1{7},,,blind1
cocama_cocamilla1_blind1_2,cocama_cocamilla1,,,<tʃitʃima>,,,cocama_cocamilla1{1},,,blind1
cocama_cocamilla1_blind1_3,cocama_cocamilla1,,,<tʃɨʃɪma>,,,cocama_cocamilla1{6},,,blind1
cocama_cocamilla1_blind1_4,cocama_cocamilla1,,,<tʃitsɪnɨma>,,,cocama_cocamilla1{4},,,blind1
tupinamba1_blind1_1,tupinamba1,,,<essaba>,,,tupinamba1{1},,,blind1
tapirape1_blind1_1,tapirape1,,,<ẽãm>,,(cego),tapirape1{2},,,blind1
tocantins_asurini1_blind1_1,tocantins_asurini1,,,<-easeháp>,,(IIa)(cego),tocantins_asurini1{3},,,blind1
parakana1_blind1_1,parakana1,,,<e'apam>,,,parakana1{1},,,blind1
parakana1_blind1_2,parakana1,,,<epam>,,,parakana1{1},,,blind1
canoeiro1_blind1_1,canoeiro1,No value,No value,No value,,No value,canoeiro1No value,,,blind1
guajajara1_blind1_1,guajajara1,,,<nahehàpyhà kwaw>,,(cego),guajajara1{1},,,blind1
turiwara1_blind1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,blind1
anambe1_blind1_1,anambe1,No value,No value,No value,,No value,anambe1No value,,,blind1
arawete1_blind1_1,arawete1,No value,No value,No value,,No value,arawete1No value,,,blind1
xingu_asurini1_blind1_1,xingu_asurini1,No value,No value,No value,,No value,xingu_asurini1No value,,,blind1
kayabi1_blind1_1,kayabi1,No value,No value,No value,,No value,kayabi1No value,,,blind1
apiaka1_blind1_1,apiaka1,No value,No value,No value,,No value,apiaka1No value,,,blind1
parintintin1_blind1_1,parintintin1,,,<-eakware'ym>,,(cego),parintintin1{1},keep: <-eakware'ym>(cego),,blind1
parintintin1_blind1_2,parintintin1,,,<-opetig̃>,,(cego),parintintin1{1},keep: <-eakware'ym>(cego),,blind1
kamayura1_blind1_1,kamayura1,No value,No value,No value,,No value,kamayura1No value,,,blind1
wayampi1_blind1_1,wayampi1,/ø-ɛapɨɔy/,,,,(etre aveugle),wayampi1{1},,,blind1
teko1_blind1_1,teko1,No value,No value,No value,,No value,teko1No value,,,blind1
urubu_kaapor1_blind1_1,urubu_kaapor1,/ˈepa-ʔom/,,,,"(cego, lit. sem olho)",urubu_kaapor1{1},,,blind1
guaja1_blind1_1,guaja1,No value,No value,No value,,No value,guaja1No value,,,blind1
aweti1_blind1_1,aweti1,,,<tetaeʼýmytu>,,(lit: quem esta sem olhos),aweti1{8},,,blind1
satere_mawe1_blind1_1,satere_mawe1,/ihapɨtiŋ ʔi/,,,,(seeing-NEG),satere_mawe1{4},,,blind1
guajajara1_blind2_1,guajajara1,,,<hehàpyhà 'ym ma'e>,,(cego (aquele que não percebe)),guajajara1{1},,,blind2
ache1_again1_1,ache1,/ʤɨ/,[ʤɨ],,,"(de nuevo, hacer algo repetidamente)",ache1{4},,,again1
ache1_again1_2,ache1,/emi/,,,,,ache1{1},,,again1
paraguayan_guarani1_again1_1,paraguayan_guarani1,,,<jevy>,,"(vez, de nuevo, otra vez)",paraguayan_guarani1{Guasch1962:559},,,again1
kaiwa1_again1_1,kaiwa1,No value,No value,No value,,No value,kaiwa1No value,,,again1
mbya_guarani1_again1_1,mbya_guarani1,,,<-jevy>,,(de novo),mbya_guarani1{1},Keep: <-jevy>,,again1
mbya_guarani1_again1_2,mbya_guarani1,,,<ju2>,,"(outro, de novo)",mbya_guarani1{1},Keep: <-jevy>,,again1
chiripa1_again1_1,chiripa1,,,<ɲeβɨ>,,"(de novo, outra vez)",chiripa1{1},,,again1
xeta1_again1_1,xeta1,No value,No value,No value,,No value,xeta1No value,,,again1
tapiete1_again1_1,tapiete1,,,<-yɨ>,,,tapiete1{3},,,again1
eastern_bolivian_guarani1_again1_1,eastern_bolivian_guarani1,/ǰewɨ/,,,,,eastern_bolivian_guarani1{1},,,again1
guarayu1_again1_1,guarayu1,/-no/,,,,,guarayu1{1},Keep: <yeguì> ~ <yebì>,,again1
guarayu1_again1_2,guarayu1,,,<yeguì>,~<yebì>,"(wieder, wiederholt; cf., RETURN)",guarayu1{2},Keep: <yeguì> ~ <yebì>,,again1
siriono1_again1_1,siriono1,,,<-be>,,,siriono1{1},Keep: <-be>,,again1
siriono1_again1_2,siriono1,,,<jɨ́>,~<sɨ́>,,siriono1{1},Keep: <-be>,,again1
siriono1_again1_3,siriono1,,,<no>,,,siriono1{1},Keep: <-be>,,again1
yuqui1_again1_1,yuqui1,,,<ji>,,(again (follows vb.)),yuqui1{2},,,again1
jora1_again1_1,jora1,No value,No value,No value,,No value,jora1No value,,,again1
omagua1_again1_1,omagua1,/uyawɨɾɨ/,,,,,omagua1{1},,,again1
cocama_cocamilla1_again1_1,cocama_cocamilla1,,,<uyaɾika>,,,cocama_cocamilla1{1},,,again1
tupinamba1_again1_1,tupinamba1,,,<bé>,,,tupinamba1{1},"Keep: <bé>, <bé(nhé)(no)>",,again1
tupinamba1_again1_2,tupinamba1,,,<bé(nhé)(no)>,,,tupinamba1{1},"Keep: <bé>, <bé(nhé)(no)>",,again1
tupinamba1_again1_3,tupinamba1,,,<jebyr>,,(de novo),tupinamba1{1},"Keep: <bé>, <bé(nhé)(no)>",,again1
tapirape1_again1_1,tapirape1,,,<ranõ>,,(particle),tapirape1{1},,,again1
tocantins_asurini1_again1_1,tocantins_asurini1,,,<no>,,,tocantins_asurini1{1},,,again1
tocantins_asurini1_again1_2,tocantins_asurini1,,,<no>,,,tocantins_asurini1{2},,,again1
tocantins_asurini1_again1_3,tocantins_asurini1,,,<-no>,,"(part. Adv) (de novo, novamente, ainda)",tocantins_asurini1{3},,,again1
parakana1_again1_1,parakana1,No value,No value,No value,,No value,parakana1No value,,,again1
canoeiro1_again1_1,canoeiro1,No value,No value,No value,,No value,canoeiro1No value,,,again1
tembe1_again1_1,tembe1,,,<wi-rihi-no>,,,tembe1{1},,,again1
guajajara1_again1_1,guajajara1,,,<wi>,,"(de novo, continua fazendo)",guajajara1{1},"Keep: <wi>(de novo, continua fazendo) - selection based on frequency. --KCB",,again1
guajajara1_again1_2,guajajara1,,,<no>,,"(de novo, também)",guajajara1{1},"Keep: <wi>(de novo, continua fazendo) - selection based on frequency. --KCB",,again1
guajajara1_again1_3,guajajara1,,,<zuapyr>,,(de novo),guajajara1{1},"Keep: <wi>(de novo, continua fazendo) - selection based on frequency. --KCB",,again1
turiwara1_again1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,again1
anambe1_again1_1,anambe1,No value,No value,No value,,No value,anambe1No value,,,again1
arawete1_again1_1,arawete1,,,<nu>,,,arawete1{1},,,again1
xingu_asurini1_again1_1,xingu_asurini1,No value,No value,No value,,No value,xingu_asurini1No value,,,again1
kayabi1_again1_1,kayabi1,,,<nũ>,,(de=novo),kayabi1{1},,,again1
apiaka1_again1_1,apiaka1,No value,No value,No value,,No value,apiaka1No value,,,again1
parintintin1_again1_1,parintintin1,,,<na'ẽ>,,"(ainda, de novo; primeira)",parintintin1{1},,,again1
kamayura1_again1_1,kamayura1,No value,No value,No value,,No value,kamayura1No value,,,again1
wayampi1_again1_1,wayampi1,/nũ/,,,,"(Encore (Marque d' insistance, indiquant la deuxième fois))",wayampi1{1: 315},keep nu,,again1
wayampi1_again1_2,wayampi1,/wɛluwã/,,,,(encore),wayampi1{1: 476},keep nu,,again1
teko1_again1_1,teko1,/aʔuwe/,,,,(encore),teko1{11},keep auwe,,again1
teko1_again1_2,teko1,/iɲuwan/,,,,(encore),teko1{11},keep auwe,,again1
urubu_kaapor1_again1_1,urubu_kaapor1,/tĩ/,,,,(de novo),urubu_kaapor1{1},,,again1
urubu_kaapor1_again1_2,urubu_kaapor1,,,<tĩ>,,(também; outra vez (novamente)),urubu_kaapor1{6:88},,,again1
guaja1_again1_1,guaja1,,,<japý>,,,guaja1{2},,,again1
aweti1_again1_1,aweti1,,,<zanu>,,"(tambem, de novo)",aweti1{8},,,again1
